line_id,bus0,bus1,voltage,cables,wires,frequency,name,operator,ref,length_m,r_ohmkm,x_ohmkm,c_nfkm,i_th_max_a,from_relation,wkt_srid_4326,type,parallel_circuits,voltage_kv,length_km,x_ohm,capacity_mw,susceptance,flow_mw,abs_flow_mw,utilization_pct,severity,bottleneck_score
174397,143705,18751,380000,9,4,50,Kühmoos - Daxlanden,EnBW;Amprion,7510,28818.365296698,,,,,'',"SRID=4326;LINESTRING(7.76961579799179 47.6280905583269,7.58911881577934 47.8069332087105)",line,1,380.0,28.818365296698,9.22187689494336,1645.4482671904334,15658.417656733087,1341.1214961831495,1341.1214961831495,81.50493229866684,tight,276.7193916059856
3048,17684,27947,380000,6,,50,305,TenneT,305,12725.9453089134,,,,,'',"SRID=4326;LINESTRING(7.25465688214231 53.0266716315927,7.31133817564833 53.1257707770975)",line,1,380.0,12.725945308913401,4.072302498852288,1645.4482671904334,35459.05542152057,-1727.9973572389893,1727.9973572389893,105.01681466956762,overload,275.06926775883824
115158,113964,24191,380000,6,2,50,305 Emsland Ost/West,TenneT,305,12800.6448440979,,,,,'',"SRID=4326;LINESTRING(7.1915919152621 52.8724919422328,7.25794421400606 52.9812483634914)",line,1,380.0,12.800644844097901,4.096206350111329,1645.4482671904334,35252.13030248718,-1717.9044177397432,1717.9044177397432,104.40342926569348,overload,274.02928013984155
152041,112109,112111,380000,6,2,50,307,TenneT,,30851.625516001,,,,,'',"SRID=4326;LINESTRING(9.63540708241195 53.6356379436703,9.45870783720494 53.8645210451315)",line,1,380.0,30.851625516001,9.87252016512032,1645.4482671904334,14626.457843070928,-1301.3703208045147,1301.3703208045147,79.08910579282907,watch,273.7343879961511
168950,113186,134922,380000,3,4,50,Landesbergen - Wehrendorf,TenneT TSO GmbH,3006,7873.38538007574,,,,,'',"SRID=4326;LINESTRING(9.00122496841808 52.5395369865789,8.89482977152712 52.5640363202111)",line,1,380.0,7.87338538007574,2.5194833216242367,1645.4482671904334,57313.338318473,1986.38093036183,1986.38093036183,120.71974366921494,overload,263.53800779268204
87980,118435,16863,380000,6,4,50,Leitung 3027,TenneT,3027,52189.7876453318,,,,,'',"SRID=4326;LINESTRING(9.4136812208929 52.0274828920508,9.91718969909551 52.2781719558073)",line,1,380.0,52.189787645331805,16.70073204650618,1645.4482671904334,8646.327574018453,-999.6174777837093,999.6174777837093,60.75046525106098,watch,241.4142336398439
155414,114080,114348,220000,6,2,50,220kV Bohmte Ost+West,RWE,2312,12231.6048756619,,,,,'',"SRID=4326;LINESTRING(8.27759194219813 52.282402866531,8.11013995452585 52.2621248731303)",line,1,220.0,12.2316048756619,3.914113560211808,495.3665309646989,12365.507350630083,446.41611163095837,446.41611163095837,90.11834343381814,tight,232.74037962245734
136275,113128,134309,220000,6,,50,Leitung 2027,TenneT,,29116.9474012792,,,,,'',"SRID=4326;LINESTRING(10.3552149923206 52.1758109606876,10.0906198132517 52.314337320797)",line,1,220.0,29.1169474012792,9.317423168409345,495.3665309646989,5194.569262894472,337.77414259575306,337.77414259575306,68.1867105429906,watch,232.18175323169243
131396,118311,118081,220000,3,,50,220 kV,RWE,,20967.2597766553,,,,,'',"SRID=4326;LINESTRING(8.94466551099393 49.570313568508,8.9450128895143 49.4060036463788)",line,1,220.0,20.9672597766553,6.709523128529696,495.3665309646989,7213.627417751554,-362.83192529374895,362.83192529374895,73.24514326536229,watch,226.2947633123509
156769,118661,126379,380000,6,3,50,"449,454",50Hertz,449;454,68099.0778840758,,,,,'',"SRID=4326;LINESTRING(10.3907435414706 51.0069739699321,11.1417799449272 50.9664119797327)",line,1,380.0,68.0990778840758,21.791704922904255,1645.4482671904334,6626.374600375018,-878.8931390758706,878.8931390758706,53.41359899309148,normal,226.23550911182323
167900,134414,15704,220000,6,1,50,204,TenneT,204,59796.9247455291,,,,,'',"SRID=4326;LINESTRING(9.72598060145038 54.2894372291962,9.99206277421466 53.7897737674627)",line,1,220.0,59.7969247455291,19.135015918569312,495.3665309646989,2529.3942898176997,262.8951431110838,262.8951431110838,53.07083274259771,normal,217.9905262834509
179938,17113,17164,110000;110000,3;6,1;2;1,,Bamberg Nord - Eltmann;Bamberg-Nord - Oberhaid;Bamberg-Nord - Eltmann,,165,5046.10331358284,,,,,'',"SRID=4326;LINESTRING(10.9036229949309 49.9172942892849,10.836054138576 49.928062483854)",line,2,110.0,5.04610331358284,0.8073765301732544,495.3665309646989,14986.811664445422,596.790813464868,596.790813464868,120.474593288055,overload,216.78366789542238
34614,134368,134337,220000;110000,6,2,50,Leitung 2008,TenneT;EON_Netz,2008,28158.3094774539,,,,,'',"SRID=4326;LINESTRING(9.49340910579627 52.5985236328654,9.1136671111921 52.545902653156)",line,2,220.0,28.158309477453898,4.5053295163926235,990.7330619293978,10742.83242188985,633.9474054920582,633.9474054920582,63.987710701556765,watch,215.81390700429495
173444,143034,143035,110000,6,1,50,,LEW,513,2297.09675055143,,,,,'',"SRID=4326;LINESTRING(10.2342309607837 48.5287292425972,10.2656091203386 48.5323364795166)",line,1,110.0,2.29709675055143,0.7350709601764577,247.68326548234944,16460.99581609826,432.9483170429158,432.9483170429158,174.79917999295307,overload,208.54281725508164
180580,134922,113856,380000;380000,3;3,4;4,50;50,Landesbergen - Wehrendorf,TenneT TSO GmbH,3006,29244.5985833931,,,,,'',"SRID=4326;LINESTRING(8.89482977152712 52.5640363202111,8.54555957111404 52.5634805404927)",line,2,380.0,29.244598583393103,4.679135773342897,3290.896534380867,30860.399653852503,1980.4431381489685,1980.4431381489685,60.17944099605548,watch,205.17082790607824
169118,21065,17137,380000,6,4,50,,Amprion,4527,37084.6651572815,,,,,'',"SRID=4326;LINESTRING(6.59299416432777 50.5733974275347,6.45659082917129 50.8712553044483)",line,1,380.0,37.0846651572815,11.86709285033008,1645.4482671904334,12168.102316312757,910.3538128003288,910.3538128003288,55.325580934533896,normal,201.3746974477601
130523,113474,134014,220000,6,1,50,202 UW-HH-Nord UW-Itzehoe-West,TenneT,,39450.3570874877,,,,,'',"SRID=4326;LINESTRING(9.45967747872262 53.8646574512707,9.98835987036985 53.7661313909231)",line,1,220.0,39.450357087487696,12.624114267996063,495.3665309646989,3833.9323434912917,263.9322027656428,263.9322027656428,53.2801847253688,normal,197.1407046107559
126289,113201,134368,220000;110000,6,2,50,Leitung 2008,TenneT;EON_Netz,2008,20008.0569506639,,,,,'',"SRID=4326;LINESTRING(9.77459034573439 52.5706143615772,9.49340910579627 52.5985236328654)",line,2,220.0,20.0080569506639,3.201289112106224,990.7330619293978,15118.909384649796,635.7952333595179,635.7952333595179,64.17422187580395,watch,195.40447506139182
169307,115125,24814,380000,6,4,50,,Amprion,4527,58013.4859403568,,,,,'',"SRID=4326;LINESTRING(6.53303653131644 50.3922427776709,6.47479750040959 49.9224757052015)",line,1,380.0,58.013485940356794,18.564315500914173,1645.4482671904334,7778.36381809441,-774.6061459086995,774.6061459086995,47.07569124803434,normal,191.96365287039868
8561,17684,24191,380000,6,2,50,305 Emsland Ost/West,TenneT,305,4904.89899868714,,,,,'',"SRID=4326;LINESTRING(7.25465688214231 53.0266716315927,7.25794421400606 52.9812483634914)",line,1,380.0,4.90489899868714,1.569567679579885,1645.4482671904334,91999.85567914505,1723.5258569216955,1723.5258569216955,104.74506499463382,overload,186.00443715714192
177838,134376,143035,,3,1,50,,,,7485.09715581069,,,,,'',"SRID=4326;LINESTRING(10.2315271378528 48.5297331193394,10.2656091203386 48.5323364795166)",line,1,220.0,7.48509715581069,2.395231089859421,495.3665309646989,20206.81854243995,-420.02772926044145,420.02772926044145,84.79130159287521,tight,181.3102024859492
174398,116008,143705,380000,9,4,50,Kühmoos - Daxlanden,EnBW;Amprion,7510,8448.47340463261,,,,,'',"SRID=4326;LINESTRING(7.87221153955325 47.6032426547514,7.76961579799179 47.6280905583269)",line,1,380.0,8.44847340463261,2.7035114894824352,1645.4482671904334,53412.01639488655,1289.9119453414203,1289.9119453414203,78.39273777618766,watch,176.0585797349813
142911,113486,114006,110000,6,,,,EON_Netz,,7220.20198596969,,,,,'',"SRID=4326;LINESTRING(9.44332841004623 53.6205294461743,9.34237268414491 53.6414155434795)",line,1,110.0,7.22020198596969,2.310464635510301,247.68326548234944,5237.041854712281,206.0052276804693,206.0052276804693,83.17284871034202,tight,175.21148903644806
106477,112726,134423,110000,6,1,50,110 kV Auenheim Nord; Glesch Nord,RWE,0008,1268.69971974226,,,,,'',"SRID=4326;LINESTRING(6.66352365353096 50.9763307843942,6.66768113914568 50.9932912142426)",line,1,110.0,1.26869971974226,0.40598391031752323,247.68326548234944,29804.136795806746,529.273701007174,529.273701007174,213.68972989614088,overload,175.0560919348034
116637,112114,112591,220000,6,1,50,Abbenfleth-Sottrum,transpower,2142,3703.94157632142,,,,,'',"SRID=4326;LINESTRING(9.5392428804046 53.562404675713,9.49973183010553 53.5460228584065)",line,1,220.0,3.7039415763214203,1.1852613044228546,495.3665309646989,40834.87735522393,551.315046742994,551.315046742994,111.29436735851704,overload,172.3282863982953
14294,17120,134424,220000;110000,6,2,50,,TenneT;EON_Netz,2008,13370.4964415298,,,,,'',"SRID=4326;LINESTRING(9.88747438029722 52.494488974268,9.91802181769691 52.3799541650546)",line,2,220.0,13.3704964415298,2.139279430644768,990.7330619293978,22624.440410485546,-637.3117519413034,637.3117519413034,64.32729222745168,watch,171.44363557828953
181720,141639,113305,380000,6,4;3,,RWE-Donauleitung 380 kV,EVS,,30614.7307348318,,,,,'',"SRID=4326;LINESTRING(9.66072069785998 48.4811814330485,9.42294653456484 48.6754577485859)",line,1,380.0,30.6147307348318,9.796713835146177,1645.4482671904334,14739.636415831412,805.9810651915406,805.9810651915406,48.98246157369234,normal,169.16696443337077
102680,112469,16882,380000,6,4,50,Leitung 3023,TenneT,,31877.597990322,,,,,'',"SRID=4326;LINESTRING(10.7026694203311 52.3633673563834,10.3662388275843 52.284697844369)",line,1,380.0,31.877597990322,10.20083135690304,1645.4482671904334,14155.708975845639,796.5484078402765,796.5484078402765,48.4092039672791,normal,169.08325680174417
167219,16849,16863,380000,6,4,50,Leitung 3026,TenneT,,14548.7203593648,,,,,'',"SRID=4326;LINESTRING(10.1083806791709 52.3223017612256,9.91718969909551 52.2781719558073)",line,1,380.0,14.548720359364799,4.655590514996736,1645.4482671904334,31016.473535388075,1000.9296733518465,1000.9296733518465,60.83021224732345,watch,166.9167850211539
169119,21065,115125,380000,6,4,50,,Amprion,4527,22663.543987076,,,,,'',"SRID=4326;LINESTRING(6.59299416432777 50.5733974275347,6.53303653131644 50.3922427776709)",line,1,380.0,22.663543987075997,7.252334075864319,1645.4482671904334,19910.83125645873,-865.7197511229516,865.7197511229516,52.6130033003802,normal,166.46415603063417
89022,118630,112112,380000,6,2,50,3105,TenneT,,5781.99764282994,,,,,'',"SRID=4326;LINESTRING(9.57189277822662 53.5750118474676,9.50637118853892 53.5423429695029)",line,1,380.0,5.78199764282994,1.8502392457055807,1645.4482671904334,78043.96125266151,1424.4600240752557,1424.4600240752557,86.56972403681155,tight,165.7179724663806
120229,113201,17120,220000;110000,6,2,50,,TenneT;EON_Netz,2008,12143.8868712472,,,,,'',"SRID=4326;LINESTRING(9.77459034573439 52.5706143615772,9.88747438029722 52.494488974268)",line,2,220.0,12.143886871247199,1.9430218993995518,990.7330619293978,24909.652338430646,-636.5908728192808,636.5908728192808,64.25453003249486,watch,165.5168918860735
181785,113226,134424,220000,6,1,50,,TenneT,2001,47602.8790235843,,,,,'',"SRID=4326;LINESTRING(9.79093195839392 52.0013309455489,9.91802181769691 52.3799541650546)",line,1,220.0,47.6028790235843,15.232921287546976,495.3665309646989,3177.328831835254,-206.14352834558179,206.14352834558179,41.61434321049682,normal,161.6169076415725
